id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1006773	NULL	NULL	NULL	2	NULL	NULL
1006774	NULL	NULL	NULL	2	NULL	NULL
1006776	NULL	NULL	NULL	4	NULL	NULL
1006777	NULL	NULL	NULL	3	NULL	NULL
1006778	NULL	NULL	NULL	6	NULL	NULL
1006780	NULL	NULL	NULL	7	NULL	NULL
1006781	NULL	NULL	NULL	2	NULL	NULL
1006782	NULL	NULL	NULL	6	NULL	NULL
1006783	NULL	NULL	NULL	4	NULL	NULL
1006784	NULL	NULL	NULL	2	NULL	NULL
1006785	NULL	NULL	NULL	2	NULL	NULL
1006787	NULL	NULL	NULL	5	NULL	NULL
1006788	NULL	NULL	NULL	6	NULL	NULL
1006789	NULL	NULL	NULL	2	NULL	NULL
1006790	NULL	NULL	NULL	3	NULL	NULL
1006791	NULL	NULL	NULL	6	NULL	NULL
1006793	NULL	NULL	NULL	2	NULL	NULL
1006796	NULL	NULL	NULL	4	NULL	NULL
1006798	NULL	NULL	NULL	6	NULL	NULL
1006799	NULL	NULL	NULL	5	NULL	NULL
1006800	NULL	NULL	NULL	2	NULL	NULL
1006802	NULL	NULL	NULL	3	NULL	NULL
1006803	NULL	NULL	NULL	6	NULL	NULL
1006804	NULL	NULL	NULL	4	NULL	NULL
1006805	NULL	NULL	NULL	12	NULL	NULL
1006806	NULL	NULL	NULL	4	NULL	NULL
1006807	NULL	NULL	NULL	2	NULL	NULL
1006808	NULL	NULL	NULL	2	NULL	NULL
1006809	NULL	NULL	NULL	4	NULL	NULL
1006810	NULL	NULL	NULL	5	NULL	NULL
1006811	NULL	NULL	NULL	5	NULL	NULL
1006812	NULL	NULL	NULL	4	NULL	NULL
1006814	NULL	NULL	NULL	4	NULL	NULL
1006815	NULL	NULL	NULL	4	NULL	NULL
1006818	NULL	NULL	NULL	3	NULL	NULL
1006819	NULL	NULL	NULL	3	NULL	NULL
1006820	NULL	NULL	NULL	3	NULL	NULL
1006821	NULL	NULL	NULL	8	NULL	NULL
1006823	NULL	NULL	NULL	9	NULL	NULL
1006824	NULL	NULL	NULL	4	NULL	NULL
1006826	NULL	NULL	NULL	2	NULL	NULL
1006829	NULL	NULL	NULL	8	NULL	NULL
1006830	NULL	NULL	NULL	2	NULL	NULL
1006831	NULL	NULL	NULL	2	NULL	NULL
1006832	NULL	NULL	NULL	4	NULL	NULL
1006835	NULL	NULL	NULL	3	NULL	NULL
1006836	NULL	NULL	NULL	2	NULL	NULL
1006837	NULL	NULL	NULL	2	NULL	NULL
1006838	NULL	NULL	NULL	3	NULL	NULL
1006839	NULL	NULL	NULL	2	NULL	NULL
1006840	NULL	NULL	NULL	2	NULL	NULL
1006842	NULL	NULL	NULL	2	NULL	NULL
1006843	NULL	NULL	NULL	2	NULL	NULL
1006844	NULL	NULL	NULL	2	NULL	NULL
1006846	NULL	NULL	NULL	3	NULL	NULL
1006848	NULL	NULL	NULL	3	NULL	NULL
1006849	NULL	NULL	NULL	3	NULL	NULL
1006850	NULL	NULL	NULL	3	NULL	NULL
1006852	NULL	NULL	NULL	3	NULL	NULL
1006853	NULL	NULL	NULL	2	NULL	NULL
1006856	NULL	NULL	NULL	2	NULL	NULL
1006857	NULL	NULL	NULL	2	NULL	NULL
1006859	NULL	NULL	NULL	2	NULL	NULL
1006860	NULL	NULL	NULL	4	NULL	NULL
1006861	NULL	NULL	NULL	2	NULL	NULL
1006862	NULL	NULL	NULL	3	NULL	NULL
1006864	NULL	NULL	NULL	2	NULL	NULL
1006865	NULL	NULL	NULL	2	NULL	NULL
1006866	NULL	NULL	NULL	3	NULL	NULL
1006867	NULL	NULL	NULL	3	NULL	NULL
1006868	NULL	NULL	NULL	3	NULL	NULL
1006870	NULL	NULL	NULL	2	NULL	NULL
1006872	NULL	NULL	NULL	2	NULL	NULL
1006873	NULL	NULL	NULL	2	NULL	NULL
1006874	NULL	NULL	NULL	3	NULL	NULL
1006875	NULL	NULL	NULL	3	NULL	NULL
1006876	NULL	NULL	NULL	3	NULL	NULL
1006878	NULL	NULL	NULL	2	NULL	NULL
1006879	NULL	NULL	NULL	4	NULL	NULL
1006880	NULL	NULL	NULL	5	NULL	NULL
1006882	NULL	NULL	NULL	3	NULL	NULL
1006883	NULL	NULL	NULL	6	NULL	NULL
1006884	NULL	NULL	NULL	4	NULL	NULL
1006885	NULL	NULL	NULL	6	NULL	NULL
1006886	NULL	NULL	NULL	5	NULL	NULL
1006887	NULL	NULL	NULL	5	NULL	NULL
1006888	NULL	NULL	NULL	3	NULL	NULL
1006889	NULL	NULL	NULL	4	NULL	NULL
1006890	NULL	NULL	NULL	5	NULL	NULL
1006891	NULL	NULL	NULL	3	NULL	NULL
1006892	NULL	NULL	NULL	2	NULL	NULL
1006893	NULL	NULL	NULL	2	NULL	NULL
1006894	NULL	NULL	NULL	2	NULL	NULL
1006896	NULL	NULL	NULL	3	NULL	NULL
1006897	NULL	NULL	NULL	2	NULL	NULL
1006898	NULL	NULL	NULL	2	NULL	NULL
1006899	NULL	NULL	NULL	2	NULL	NULL
1006900	NULL	NULL	NULL	3	NULL	NULL
1006901	NULL	NULL	NULL	8	NULL	NULL
1006902	NULL	NULL	NULL	2	NULL	NULL
1006903	NULL	NULL	NULL	2	NULL	NULL
1006905	NULL	NULL	NULL	2	NULL	NULL
1006906	NULL	NULL	NULL	2	NULL	NULL
1006908	NULL	NULL	NULL	2	NULL	NULL
1006909	NULL	NULL	NULL	2	NULL	NULL
1006910	NULL	NULL	NULL	2	NULL	NULL
1006911	NULL	NULL	NULL	2	NULL	NULL
1006913	NULL	NULL	NULL	3	NULL	NULL
1006915	NULL	NULL	NULL	8	NULL	NULL
1006918	NULL	NULL	NULL	2	NULL	NULL
1006919	NULL	NULL	NULL	2	NULL	NULL
1006920	NULL	NULL	NULL	2	NULL	NULL
1006921	NULL	NULL	NULL	4	NULL	NULL
1006923	NULL	NULL	NULL	2	NULL	NULL
1006924	NULL	NULL	NULL	11	NULL	NULL
1006925	NULL	NULL	NULL	2	NULL	NULL
1006926	NULL	NULL	NULL	2	NULL	NULL
1006927	NULL	NULL	NULL	2	NULL	NULL
1006929	NULL	NULL	NULL	4	NULL	NULL
1006930	NULL	NULL	NULL	3	NULL	NULL
1006932	NULL	NULL	NULL	2	NULL	NULL
1006934	NULL	NULL	NULL	3	NULL	NULL
1006935	NULL	NULL	NULL	2	NULL	NULL
1006936	NULL	NULL	NULL	2	NULL	NULL
1006938	NULL	NULL	NULL	3	NULL	NULL
1006940	NULL	NULL	NULL	2	NULL	NULL
1006941	NULL	NULL	NULL	2	NULL	NULL
1006943	NULL	NULL	NULL	3	NULL	NULL
1006946	NULL	NULL	NULL	7	NULL	NULL
1006947	NULL	NULL	NULL	2	NULL	NULL
1006948	NULL	NULL	NULL	2	NULL	NULL
1006949	NULL	NULL	NULL	2	NULL	NULL
1006950	NULL	NULL	NULL	3	NULL	NULL
1006951	NULL	NULL	NULL	4	NULL	NULL
1006955	NULL	NULL	NULL	2	NULL	NULL
1006957	NULL	NULL	NULL	2	NULL	NULL
1006963	NULL	NULL	NULL	2	NULL	NULL
1006964	NULL	NULL	NULL	5	NULL	NULL
1006965	NULL	NULL	NULL	2	NULL	NULL
1006967	NULL	NULL	NULL	3	NULL	NULL
1006968	NULL	NULL	NULL	3	NULL	NULL
1006973	NULL	NULL	NULL	2	NULL	NULL
1006974	NULL	NULL	NULL	5	NULL	NULL
1006975	NULL	NULL	NULL	4	NULL	NULL
1006977	NULL	NULL	NULL	2	NULL	NULL
1006978	NULL	NULL	NULL	2	NULL	NULL
1006979	NULL	NULL	NULL	3	NULL	NULL
1006980	NULL	NULL	NULL	2	NULL	NULL
1006981	NULL	NULL	NULL	3	NULL	NULL
1006982	NULL	NULL	NULL	2	NULL	NULL
1006983	NULL	NULL	NULL	13	NULL	NULL
1006984	NULL	NULL	NULL	2	NULL	NULL
1006985	NULL	NULL	NULL	2	NULL	NULL
1006986	NULL	NULL	NULL	4	NULL	NULL
1006987	NULL	NULL	NULL	2	NULL	NULL
1006988	NULL	NULL	NULL	2	NULL	NULL
1006990	NULL	NULL	NULL	2	NULL	NULL
1006991	NULL	NULL	NULL	3	NULL	NULL
1006992	NULL	NULL	NULL	3	NULL	NULL
1006993	NULL	NULL	NULL	3	NULL	NULL
1006994	NULL	NULL	NULL	6	NULL	NULL
1006997	NULL	NULL	NULL	2	NULL	NULL
1006998	NULL	NULL	NULL	2	NULL	NULL
1006999	NULL	NULL	NULL	2	NULL	NULL
1007000	NULL	NULL	NULL	5	NULL	NULL
1007001	NULL	NULL	NULL	3	NULL	NULL
1007002	NULL	NULL	NULL	2	NULL	NULL
1007004	NULL	NULL	NULL	4	NULL	NULL
1007006	NULL	NULL	NULL	2	NULL	NULL
1007007	NULL	NULL	NULL	4	NULL	NULL
1007009	NULL	NULL	NULL	3	NULL	NULL
1007011	NULL	NULL	NULL	2	NULL	NULL
1007014	NULL	NULL	NULL	2	NULL	NULL
1007015	NULL	NULL	NULL	3	NULL	NULL
1007016	NULL	NULL	NULL	3	NULL	NULL
1007017	NULL	NULL	NULL	2	NULL	NULL
1007018	NULL	NULL	NULL	2	NULL	NULL
1007023	NULL	NULL	NULL	5	NULL	NULL
1007024	NULL	NULL	NULL	3	NULL	NULL
1007025	NULL	NULL	NULL	3	NULL	NULL
1007026	NULL	NULL	NULL	3	NULL	NULL
1007027	NULL	NULL	NULL	2	NULL	NULL
1007028	NULL	NULL	NULL	6	NULL	NULL
1007030	NULL	NULL	NULL	9	NULL	NULL
1007032	NULL	NULL	NULL	2	NULL	NULL
1007033	NULL	NULL	NULL	2	NULL	NULL
1007034	NULL	NULL	NULL	2	NULL	NULL
1007036	NULL	NULL	NULL	5	NULL	NULL
1007037	NULL	NULL	NULL	5	NULL	NULL
1007038	NULL	NULL	NULL	2	NULL	NULL
1007040	NULL	NULL	NULL	2	NULL	NULL
1007041	NULL	NULL	NULL	3	NULL	NULL
1007044	NULL	NULL	NULL	2	NULL	NULL
1007045	NULL	NULL	NULL	2	NULL	NULL
1007046	NULL	NULL	NULL	12	NULL	NULL
1007048	NULL	NULL	NULL	2	NULL	NULL
1007049	NULL	NULL	NULL	2	NULL	NULL
1007050	NULL	NULL	NULL	7	NULL	NULL
1007052	NULL	NULL	NULL	2	NULL	NULL
1007053	NULL	NULL	NULL	2	NULL	NULL
1007054	NULL	NULL	NULL	2	NULL	NULL
1007055	NULL	NULL	NULL	2	NULL	NULL
1007056	NULL	NULL	NULL	2	NULL	NULL
1007058	NULL	NULL	NULL	2	NULL	NULL
1007059	NULL	NULL	NULL	5	NULL	NULL
1007060	NULL	NULL	NULL	4	NULL	NULL
1007061	NULL	NULL	NULL	2	NULL	NULL
1007062	NULL	NULL	NULL	2	NULL	NULL
1007063	NULL	NULL	NULL	4	NULL	NULL
1007065	NULL	NULL	NULL	5	NULL	NULL
1007066	NULL	NULL	NULL	3	NULL	NULL
1007067	NULL	NULL	NULL	2	NULL	NULL
1007071	NULL	NULL	NULL	5	NULL	NULL
1007072	NULL	NULL	NULL	2	NULL	NULL
1007073	NULL	NULL	NULL	6	NULL	NULL
1007078	NULL	NULL	NULL	2	NULL	NULL
1007079	NULL	NULL	NULL	6	NULL	NULL
1007080	NULL	NULL	NULL	2	NULL	NULL
1007081	NULL	NULL	NULL	2	NULL	NULL
1007083	NULL	NULL	NULL	3	NULL	NULL
1007084	NULL	NULL	NULL	2	NULL	NULL
1007085	NULL	NULL	NULL	4	NULL	NULL
1007086	NULL	NULL	NULL	2	NULL	NULL
1007087	NULL	NULL	NULL	3	NULL	NULL
1007089	NULL	NULL	NULL	6	NULL	NULL
1007091	NULL	NULL	NULL	2	NULL	NULL
1007092	NULL	NULL	NULL	3	NULL	NULL
1007094	NULL	NULL	NULL	3	NULL	NULL
1007095	NULL	NULL	NULL	2	NULL	NULL
1007096	NULL	NULL	NULL	3	NULL	NULL
1007097	NULL	NULL	NULL	2	NULL	NULL
1007098	NULL	NULL	NULL	2	NULL	NULL
1007099	NULL	NULL	NULL	2	NULL	NULL
1007100	NULL	NULL	NULL	3	NULL	NULL
1007101	NULL	NULL	NULL	5	NULL	NULL
1007102	NULL	NULL	NULL	2	NULL	NULL
1007105	NULL	NULL	NULL	4	NULL	NULL
1007106	NULL	NULL	NULL	2	NULL	NULL
1007107	NULL	NULL	NULL	2	NULL	NULL
1007109	NULL	NULL	NULL	2	NULL	NULL
1007110	NULL	NULL	NULL	2	NULL	NULL
1007111	NULL	NULL	NULL	3	NULL	NULL
1007112	NULL	NULL	NULL	4	NULL	NULL
1007113	NULL	NULL	NULL	2	NULL	NULL
1007114	NULL	NULL	NULL	6	NULL	NULL
1007116	NULL	NULL	NULL	3	NULL	NULL
1007117	NULL	NULL	NULL	2	NULL	NULL
1007119	NULL	NULL	NULL	2	NULL	NULL
1007120	NULL	NULL	NULL	3	NULL	NULL
1007123	NULL	NULL	NULL	2	NULL	NULL
1007124	NULL	NULL	NULL	5	NULL	NULL
1007126	NULL	NULL	NULL	5	NULL	NULL
1007127	NULL	NULL	NULL	4	NULL	NULL
1007128	NULL	NULL	NULL	2	NULL	NULL
1007129	NULL	NULL	NULL	2	NULL	NULL
1007130	NULL	NULL	NULL	2	NULL	NULL
1007131	NULL	NULL	NULL	2	NULL	NULL
1007132	NULL	NULL	NULL	4	NULL	NULL
1007133	NULL	NULL	NULL	2	NULL	NULL
1007134	NULL	NULL	NULL	4	NULL	NULL
1007135	NULL	NULL	NULL	2	NULL	NULL
1007136	NULL	NULL	NULL	2	NULL	NULL
1007137	NULL	NULL	NULL	3	NULL	NULL
1007138	NULL	NULL	NULL	2	NULL	NULL
1007140	NULL	NULL	NULL	2	NULL	NULL
1007141	NULL	NULL	NULL	2	NULL	NULL
1007143	NULL	NULL	NULL	2	NULL	NULL
1007146	NULL	NULL	NULL	2	NULL	NULL
1007148	NULL	NULL	NULL	5	NULL	NULL
1007149	NULL	NULL	NULL	2	NULL	NULL
1007150	NULL	NULL	NULL	2	NULL	NULL
1007152	NULL	NULL	NULL	3	NULL	NULL
1007153	NULL	NULL	NULL	3	NULL	NULL
1007154	NULL	NULL	NULL	2	NULL	NULL
1007155	NULL	NULL	NULL	2	NULL	NULL
1007156	NULL	NULL	NULL	4	NULL	NULL
1007157	NULL	NULL	NULL	2	NULL	NULL
1007158	NULL	NULL	NULL	10	NULL	NULL
1007164	NULL	NULL	NULL	4	NULL	NULL
1007165	NULL	NULL	NULL	2	NULL	NULL
1007167	NULL	NULL	NULL	4	NULL	NULL
1007169	NULL	NULL	NULL	2	NULL	NULL
1007170	NULL	NULL	NULL	2	NULL	NULL
1007171	NULL	NULL	NULL	2	NULL	NULL
1007172	NULL	NULL	NULL	4	NULL	NULL
1007173	NULL	NULL	NULL	3	NULL	NULL
1007174	NULL	NULL	NULL	2	NULL	NULL
1007175	NULL	NULL	NULL	4	NULL	NULL
1007177	NULL	NULL	NULL	2	NULL	NULL
1007178	NULL	NULL	NULL	3	NULL	NULL
1007179	NULL	NULL	NULL	2	NULL	NULL
1007181	NULL	NULL	NULL	2	NULL	NULL
1007182	NULL	NULL	NULL	3	NULL	NULL
1007184	NULL	NULL	NULL	2	NULL	NULL
1007185	NULL	NULL	NULL	3	NULL	NULL
1007189	NULL	NULL	NULL	2	NULL	NULL
1007191	NULL	NULL	NULL	2	NULL	NULL
1007193	NULL	NULL	NULL	2	NULL	NULL
1007194	NULL	NULL	NULL	2	NULL	NULL
1007196	NULL	NULL	NULL	2	NULL	NULL
1007197	NULL	NULL	NULL	2	NULL	NULL
1007198	NULL	NULL	NULL	3	NULL	NULL
1007199	NULL	NULL	NULL	3	NULL	NULL
1007200	NULL	NULL	NULL	2	NULL	NULL
1007201	NULL	NULL	NULL	6	NULL	NULL
1007202	NULL	NULL	NULL	6	NULL	NULL
1007204	NULL	NULL	NULL	2	NULL	NULL
1007205	NULL	NULL	NULL	2	NULL	NULL
1007209	NULL	NULL	NULL	2	NULL	NULL
1007210	NULL	NULL	NULL	3	NULL	NULL
1007213	NULL	NULL	NULL	8	NULL	NULL
1007214	NULL	NULL	NULL	2	NULL	NULL
1007217	NULL	NULL	NULL	2	NULL	NULL
1007219	NULL	NULL	NULL	3	NULL	NULL
1007222	NULL	NULL	NULL	3	NULL	NULL
1007223	NULL	NULL	NULL	2	NULL	NULL
1007225	NULL	NULL	NULL	4	NULL	NULL
1007226	NULL	NULL	NULL	2	NULL	NULL
1007227	NULL	NULL	NULL	3	NULL	NULL
1007228	NULL	NULL	NULL	2	NULL	NULL
1007229	NULL	NULL	NULL	4	NULL	NULL
1007230	NULL	NULL	NULL	2	NULL	NULL
1007231	NULL	NULL	NULL	2	NULL	NULL
1007232	NULL	NULL	NULL	4	NULL	NULL
1007233	NULL	NULL	NULL	4	NULL	NULL
1007234	NULL	NULL	NULL	2	NULL	NULL
1007235	NULL	NULL	NULL	5	NULL	NULL
1007237	NULL	NULL	NULL	3	NULL	NULL
1007238	NULL	NULL	NULL	2	NULL	NULL
1007239	NULL	NULL	NULL	2	NULL	NULL
1007240	NULL	NULL	NULL	3	NULL	NULL
1007241	NULL	NULL	NULL	5	NULL	NULL
1007242	NULL	NULL	NULL	2	NULL	NULL
1007244	NULL	NULL	NULL	2	NULL	NULL
1007245	NULL	NULL	NULL	2	NULL	NULL
1007246	NULL	NULL	NULL	2	NULL	NULL
1007249	NULL	NULL	NULL	3	NULL	NULL
1007250	NULL	NULL	NULL	2	NULL	NULL
1007251	NULL	NULL	NULL	4	NULL	NULL
1007252	NULL	NULL	NULL	2	NULL	NULL
1007253	NULL	NULL	NULL	2	NULL	NULL
1007254	NULL	NULL	NULL	6	NULL	NULL
1007255	NULL	NULL	NULL	7	NULL	NULL
1007256	NULL	NULL	NULL	3	NULL	NULL
1007258	NULL	NULL	NULL	2	NULL	NULL
1007259	NULL	NULL	NULL	2	NULL	NULL
1007261	NULL	NULL	NULL	2	NULL	NULL
1007262	NULL	NULL	NULL	3	NULL	NULL
1007263	NULL	NULL	NULL	4	NULL	NULL
1007264	NULL	NULL	NULL	2	NULL	NULL
1007265	NULL	NULL	NULL	2	NULL	NULL
1007266	NULL	NULL	NULL	2	NULL	NULL
1007268	NULL	NULL	NULL	2	NULL	NULL
1007269	NULL	NULL	NULL	2	NULL	NULL
1007270	NULL	NULL	NULL	3	NULL	NULL
1007271	NULL	NULL	NULL	5	NULL	NULL
1007272	NULL	NULL	NULL	152	NULL	NULL
1007273	NULL	NULL	NULL	3	NULL	NULL
1007276	NULL	NULL	NULL	3	NULL	NULL
1007278	NULL	NULL	NULL	3	NULL	NULL
1007279	NULL	NULL	NULL	3	NULL	NULL
1007280	NULL	NULL	NULL	3	NULL	NULL
1007281	NULL	NULL	NULL	2	NULL	NULL
1007282	NULL	NULL	NULL	2	NULL	NULL
1007283	NULL	NULL	NULL	2	NULL	NULL
1007284	NULL	NULL	NULL	2	NULL	NULL
1007285	NULL	NULL	NULL	4	NULL	NULL
1007286	NULL	NULL	NULL	3	NULL	NULL
1007288	NULL	NULL	NULL	6	NULL	NULL
1007290	NULL	NULL	NULL	2	NULL	NULL
1007291	NULL	NULL	NULL	4	NULL	NULL
1007292	NULL	NULL	NULL	2	NULL	NULL
1007293	NULL	NULL	NULL	3	NULL	NULL
1007295	NULL	NULL	NULL	2	NULL	NULL
1007297	NULL	NULL	NULL	2	NULL	NULL
1007298	NULL	NULL	NULL	3	NULL	NULL
1007299	NULL	NULL	NULL	3	NULL	NULL
1007300	NULL	NULL	NULL	5	NULL	NULL
1007302	NULL	NULL	NULL	2	NULL	NULL
1007303	NULL	NULL	NULL	4	NULL	NULL
1007305	NULL	NULL	NULL	4	NULL	NULL
1007306	NULL	NULL	NULL	2	NULL	NULL
1007307	NULL	NULL	NULL	2	NULL	NULL
1007308	NULL	NULL	NULL	2	NULL	NULL
1007309	NULL	NULL	NULL	2	NULL	NULL
1007310	NULL	NULL	NULL	3	NULL	NULL
1007312	NULL	NULL	NULL	2	NULL	NULL
1007313	NULL	NULL	NULL	2	NULL	NULL
1007315	NULL	NULL	NULL	2	NULL	NULL
1007316	NULL	NULL	NULL	2	NULL	NULL
1007317	NULL	NULL	NULL	2	NULL	NULL
1007319	NULL	NULL	NULL	2	NULL	NULL
1007321	NULL	NULL	NULL	2	NULL	NULL
1007324	NULL	NULL	NULL	5	NULL	NULL
1007326	NULL	NULL	NULL	6	NULL	NULL
1007327	NULL	NULL	NULL	2	NULL	NULL
1007328	NULL	NULL	NULL	2	NULL	NULL
1007332	NULL	NULL	NULL	2	NULL	NULL
1007333	NULL	NULL	NULL	2	NULL	NULL
1007335	NULL	NULL	NULL	2	NULL	NULL
1007338	NULL	NULL	NULL	2	NULL	NULL
1007339	NULL	NULL	NULL	2	NULL	NULL
1007340	NULL	NULL	NULL	3	NULL	NULL
1007341	NULL	NULL	NULL	2	NULL	NULL
1007342	NULL	NULL	NULL	2	NULL	NULL
1007343	NULL	NULL	NULL	4	NULL	NULL
1007344	NULL	NULL	NULL	3	NULL	NULL
1007345	NULL	NULL	NULL	2	NULL	NULL
1007346	NULL	NULL	NULL	4	NULL	NULL
1007347	NULL	NULL	NULL	8	NULL	NULL
1007348	NULL	NULL	NULL	2	NULL	NULL
1007349	NULL	NULL	NULL	2	NULL	NULL
1007354	NULL	NULL	NULL	3	NULL	NULL
1007356	NULL	NULL	NULL	2	NULL	NULL
1007361	NULL	NULL	NULL	2	NULL	NULL
1007362	NULL	NULL	NULL	3	NULL	NULL
1007363	NULL	NULL	NULL	6	NULL	NULL
1007364	NULL	NULL	NULL	3	NULL	NULL
1007365	NULL	NULL	NULL	2	NULL	NULL
1007366	NULL	NULL	NULL	6	NULL	NULL
1007367	NULL	NULL	NULL	2	NULL	NULL
1007368	NULL	NULL	NULL	2	NULL	NULL
1007369	NULL	NULL	NULL	4	NULL	NULL
1007370	NULL	NULL	NULL	5	NULL	NULL
1007371	NULL	NULL	NULL	2	NULL	NULL
1007372	NULL	NULL	NULL	2	NULL	NULL
1007374	NULL	NULL	NULL	3	NULL	NULL
1007376	NULL	NULL	NULL	2	NULL	NULL
1007377	NULL	NULL	NULL	2	NULL	NULL
1007379	NULL	NULL	NULL	2	NULL	NULL
1007380	NULL	NULL	NULL	3	NULL	NULL
1007381	NULL	NULL	NULL	2	NULL	NULL
1007383	NULL	NULL	NULL	2	NULL	NULL
1007384	NULL	NULL	NULL	2	NULL	NULL
1007385	NULL	NULL	NULL	2	NULL	NULL
1007386	NULL	NULL	NULL	3	NULL	NULL
1007388	NULL	NULL	NULL	2	NULL	NULL
1007389	NULL	NULL	NULL	2	NULL	NULL
1007391	NULL	NULL	NULL	2	NULL	NULL
1007392	NULL	NULL	NULL	9	NULL	NULL
1007395	NULL	NULL	NULL	2	NULL	NULL
1007396	NULL	NULL	NULL	2	NULL	NULL
1007397	NULL	NULL	NULL	4	NULL	NULL
1007399	NULL	NULL	NULL	2	NULL	NULL
1007400	NULL	NULL	NULL	4	NULL	NULL
1007401	NULL	NULL	NULL	9	NULL	NULL
1007402	NULL	NULL	NULL	6	NULL	NULL
1007403	NULL	NULL	NULL	2	NULL	NULL
1007404	NULL	NULL	NULL	2	NULL	NULL
1007405	NULL	NULL	NULL	8	NULL	NULL
1007406	NULL	NULL	NULL	2	NULL	NULL
1007407	NULL	NULL	NULL	9	NULL	NULL
1007408	NULL	NULL	NULL	4	NULL	NULL
1007409	NULL	NULL	NULL	2	NULL	NULL
1007411	NULL	NULL	NULL	2	NULL	NULL
1007412	NULL	NULL	NULL	2	NULL	NULL
1007413	NULL	NULL	NULL	2	NULL	NULL
1007414	NULL	NULL	NULL	2	NULL	NULL
1007415	NULL	NULL	NULL	2	NULL	NULL
1007416	NULL	NULL	NULL	4	NULL	NULL
1007417	NULL	NULL	NULL	3	NULL	NULL
1007419	NULL	NULL	NULL	3	NULL	NULL
1007420	NULL	NULL	NULL	3	NULL	NULL
1007421	NULL	NULL	NULL	2	NULL	NULL
1007423	NULL	NULL	NULL	2	NULL	NULL
1007427	NULL	NULL	NULL	2	NULL	NULL
1007428	NULL	NULL	NULL	2	NULL	NULL
1007429	NULL	NULL	NULL	3	NULL	NULL
1007430	NULL	NULL	NULL	2	NULL	NULL
1007431	NULL	NULL	NULL	3	NULL	NULL
1007432	NULL	NULL	NULL	6	NULL	NULL
1007434	NULL	NULL	NULL	2	NULL	NULL
1007436	NULL	NULL	NULL	3	NULL	NULL
1007437	NULL	NULL	NULL	3	NULL	NULL
1007438	NULL	NULL	NULL	6	NULL	NULL
1007439	NULL	NULL	NULL	2	NULL	NULL
1007440	NULL	NULL	NULL	2	NULL	NULL
1007441	NULL	NULL	NULL	2	NULL	NULL
1007442	NULL	NULL	NULL	2	NULL	NULL
1007443	NULL	NULL	NULL	2	NULL	NULL
1007444	NULL	NULL	NULL	3	NULL	NULL
1007445	NULL	NULL	NULL	2	NULL	NULL
1007446	NULL	NULL	NULL	3	NULL	NULL
1007447	NULL	NULL	NULL	2	NULL	NULL
1007448	NULL	NULL	NULL	4	NULL	NULL
1007450	NULL	NULL	NULL	2	NULL	NULL
1007451	NULL	NULL	NULL	3	NULL	NULL
1007452	NULL	NULL	NULL	3	NULL	NULL
1007453	NULL	NULL	NULL	2	NULL	NULL
1007454	NULL	NULL	NULL	2	NULL	NULL
1007456	NULL	NULL	NULL	5	NULL	NULL
1007457	NULL	NULL	NULL	2	NULL	NULL
1007458	NULL	NULL	NULL	4	NULL	NULL
1007460	NULL	NULL	NULL	3	NULL	NULL
1007461	NULL	NULL	NULL	3	NULL	NULL
1007462	NULL	NULL	NULL	2	NULL	NULL
1007463	NULL	NULL	NULL	4	NULL	NULL
1007464	NULL	NULL	NULL	3	NULL	NULL
1007466	NULL	NULL	NULL	2	NULL	NULL
1007469	NULL	NULL	NULL	5	NULL	NULL
1007470	NULL	NULL	NULL	5	NULL	NULL
1007471	NULL	NULL	NULL	6	NULL	NULL
1007472	NULL	NULL	NULL	3	NULL	NULL
1007474	NULL	NULL	NULL	3	NULL	NULL
1007475	NULL	NULL	NULL	2	NULL	NULL
1007478	NULL	NULL	NULL	3	NULL	NULL
1007479	NULL	NULL	NULL	2	NULL	NULL
1007481	NULL	NULL	NULL	3	NULL	NULL
1007482	NULL	NULL	NULL	3	NULL	NULL
1007483	NULL	NULL	NULL	3	NULL	NULL
1007484	NULL	NULL	NULL	2	NULL	NULL
1007486	NULL	NULL	NULL	2	NULL	NULL
1007487	NULL	NULL	NULL	2	NULL	NULL
1007489	NULL	NULL	NULL	2	NULL	NULL
1007491	NULL	NULL	NULL	3	NULL	NULL
1007493	NULL	NULL	NULL	2	NULL	NULL
1007494	NULL	NULL	NULL	2	NULL	NULL
1007495	NULL	NULL	NULL	4	NULL	NULL
1007496	NULL	NULL	NULL	3	NULL	NULL
1007498	NULL	NULL	NULL	3	NULL	NULL
1007499	NULL	NULL	NULL	2	NULL	NULL
1007500	NULL	NULL	NULL	3	NULL	NULL
1007501	NULL	NULL	NULL	2	NULL	NULL
1007502	NULL	NULL	NULL	2	NULL	NULL
1007503	NULL	NULL	NULL	2	NULL	NULL
1007505	NULL	NULL	NULL	2	NULL	NULL
1007507	NULL	NULL	NULL	2	NULL	NULL
1007508	NULL	NULL	NULL	2	NULL	NULL
1007509	NULL	NULL	NULL	2	NULL	NULL
1007510	NULL	NULL	NULL	2	NULL	NULL
1007511	NULL	NULL	NULL	2	NULL	NULL
1007512	NULL	NULL	NULL	2	NULL	NULL
1007515	NULL	NULL	NULL	2	NULL	NULL
1007517	NULL	NULL	NULL	2	NULL	NULL
1007518	NULL	NULL	NULL	2	NULL	NULL
1007520	NULL	NULL	NULL	2	NULL	NULL
1007521	NULL	NULL	NULL	2	NULL	NULL
